Mesh_UI	Mesh_eng	Mesh_swe
D000634	Aminoquinolines	Aminokinoliner
D000635	Aminorex	Aminorex
D000636	Aminosalicylic Acids	Aminosalicylsyror
D000637	Transaminases	Transaminaser
D000638	Amiodarone	Amiodaron
D000639	Amitriptyline	Amitriptylin
D000640	Amitrole	Amitrol
D000641	Ammonia	Ammoniak
D000642	Ammonia-Lyases	Ammoniaklyaser
D000643	Ammonium Chloride	Ammoniumklorid
D000644	Quaternary Ammonium Compounds	Ammoniakföreningar
D000645	Ammonium Sulfate	Ammoniumsulfat
D000646	Ammotherapy	Sandbad
D000647	Amnesia	Minnesförlust
D000648	Amnesia, Retrograde	Minnesförlust, retrograd
D000649	Amniocentesis	Fostervattenprov
D000650	Amnion	Amnion
D000652	Amniotic Band Syndrome	Amnionbandsyndrom
D000653	Amniotic Fluid	Fostervatten
D000654	Amobarbital	Amobarbital
D000655	Amodiaquine	Amodiaquin
D000656	Amoeba	Amöba
D000657	Amoxapine	Amoxapin
D000658	Amoxicillin	Amoxicillin
D000659	AMP Deaminase	AMP-deaminas
D000661	Amphetamine	Amfetamin
D000662	Amphetamines	Amfetaminer
D000663	Amphibia	Amfibier
D000664	Amphibian Venoms	Amfibiegifter
D000665	Ampholyte Mixtures	Amfolytblandningar
D000666	Amphotericin B	Amfotericin B
D000667	Ampicillin	Ampicillin
D000668	Ampicillin Resistance	Ampicillinresistens
D000669	Amplifiers	Förstärkare
D000670	Amprolium	Amprolium
D000671	Amputation	Amputation
D000672	Amputation Stumps	Amputationsstumpar
D000673	Amputation, Traumatic	Amputation, traumatisk
D000674	Amputees	Amputerade
D000675	Ampyrone	Ampyron
D000676	Amrinone	Amrinon
D000677	Amsacrine	Amsakrin
D000678	Amygdalin	Amygdalin
D000679	Amygdala	Mandelkärna
D000680	Amyl Nitrite	Amylnitrit
D000681	Amylases	Amylaser
D000682	Amyloid	Amyloid
D000683	Serum Amyloid P-Component	Amyloid P-komponent
D000685	Serum Amyloid A Protein	Amyloidprotein SAA
D000686	Amyloidosis	Amyloidos
D000687	Amylopectin	Amylopektin
D000688	Amylose	Amylos
D000690	Amyotrophic Lateral Sclerosis	Amyotrofisk lateralskleros
D000691	Anabasine	Anabasin
D000693	Anaerobiosis	Anaerobios
D000694	Anal Gland Neoplasms	Analkörteltumörer
D000695	Anal Sacs	Analsäckar
D000697	Central Nervous System Stimulants	Centralstimulerande medel
D000698	Analgesia	Smärtlindring
D000699	Pain Insensitivity, Congenital	Smärtokänslighet, medfödd
D000700	Analgesics	Smärtstillande medel
D000701	Analgesics, Opioid	Smärtstillande medel, opioider
D000703	Analog-Digital Conversion	Analog-digitalomvandling
D000704	Analysis of Variance	Variansanalys
D000705	Anaphase	Anafas
D000706	Anaphylatoxins	Anafylatoxiner
D000707	Anaphylaxis	Allergisk chock
D000708	Anaplasia	Anaplasi
D000709	Anaplasma	Anaplasma
D000710	Anaplasmataceae	Anaplasmataceae
D000711	Anaplasmataceae Infections	Anaplasmaceaeinfektioner
D000712	Anaplasmosis	Anaplasmos
D000713	Anastomosis, Roux-en-Y	Rouxanastomos
D000714	Anastomosis, Surgical	Anastomos, kirurgisk
D000715	Anatomy	Anatomi
D000716	Anatomy, Artistic	Anatomisk avbildning
D000717	Anatomy, Comparative	Anatomi, jämförande
D000718	Anatomy, Regional	Regional anatomi
D000719	Anatomy, Veterinary	Veterinär anatomi
D000720	Ancillary Services, Hospital	Sjukhusens hjälpfunktioner
D000721	Ancrod	Ancrod
D000722	Ancylostoma	Ancylostoma
D000723	Ancylostomatoidea	Ancylostomatoidea
D000724	Ancylostomiasis	Ankylostomiasis
D000725	Andorra	Andorra
D000726	Androgen Antagonists	Androgenantagonister
D000727	Androgen-Binding Protein	Androgenbindande protein
D000728	Androgens	Androgener
D000730	Androstadienes	Androstadiener
D000731	Androstanes	Androstaner
D000732	Androstanols	Androstanoler
D000733	Androstatrienes	Androstatriener
D000734	Androstenediols	Androstendioler
D000735	Androstenedione	Androstendion
D000736	Androstenes	Androstener
D000737	Androstenols	Androstenoler
D000738	Androsterone	Androsteron
D000739	Anecdotes	Anekdoter
D000740	Anemia	Blodbrist
D000741	Anemia, Aplastic	Anemi, aplastisk
D000742	Anemia, Dyserythropoietic, Congenital	Anemi, dyserytropoietisk, medfödd
D000743	Anemia, Hemolytic	Anemi, hemolytisk
D000744	Anemia, Hemolytic, Autoimmune	Anemi, hemolytisk, autoimmun
D000745	Anemia, Hemolytic, Congenital	Anemi, hemolytisk, medfödd
D000746	Anemia, Hemolytic, Congenital Nonspherocytic	Anemi, hemolytisk, medfödd icke-sfärocytisk
D000747	Anemia, Hypochromic	Anemi, hypokrom
D000748	Anemia, Macrocytic	Anemi, makrocytär
D000749	Anemia, Megaloblastic	Megaloblastanemi
D000750	Anemia, Myelophthisic	Anemi, myeloftisisk
D000751	Anemia, Neonatal	Anemi hos nyfödda
D000752	Anemia, Pernicious	Anemi, perniciös
D000753	Anemia, Refractory	Anemi, refraktär
D000754	Anemia, Refractory, with Excess of Blasts	Anemi, refraktär, med övertaliga blastceller
D000755	Anemia, Sickle Cell	Sicklecellanemi
D000756	Anemia, Sideroblastic	Anemi, sideroblastisk
D000757	Anencephaly	Anencefali
D000758	Anesthesia	Anestesi
D000759	Adjuvants, Anesthesia	Anestetiska adjuvantia
D000760	Anesthesia and Analgesia	Anestesi och analgesi
D000761	Anesthesia Department, Hospital	Anestesiavdelningar
D000762	Anesthesia Recovery Period	Uppvakningsperiod efter anestesi
D000763	Anesthesia, Caudal	Sakralanestesi
D000764	Anesthesia, Closed-Circuit	Anestesi i slutet system
D000765	Anesthesia, Conduction	Ledningsanestesi
D000766	Anesthesia, Dental	Bedövning vid tandbehandling
D000767	Anesthesia, Epidural	Epiduralbedövning
D000768	Anesthesia, General	Generell anestesi
D000769	Anesthesia, Inhalation	Inhalationsanestesi
D000770	Anesthesia, Intratracheal	Anestesi, intratrakeal
D000771	Anesthesia, Intravenous	Anestesi, intravenös
D000772	Anesthesia, Local	Lokalbedövning
D000773	Anesthesia, Obstetrical	Bedövning vid förlossning
D000774	Anesthesia, Rectal	Rektalbedövning
D000775	Anesthesia, Spinal	Ryggbedövning
D000776	Anesthesiology	Anestesiologi
D000777	Anesthetics	Bedövningsmedel
D000778	Anesthetics, Dissociative	Anestetika, dissociative
D000779	Anesthetics, Local	Lokalbedövningsmedel
D000780	Anestrus	Brunstintervall
D000781	Anethole Trithione	Anetoltrition
D000782	Aneuploidy	Aneuploidi
D000783	Aneurysm	Artärbråck
D000784	Aneurysm, Dissecting	Aneurysm, dissekerande
D000785	Aneurysm, Infected	Aneurysm, infekterat
D000786	Anger	Ilska
D000787	Angina Pectoris	Kärlkramp
D000788	Angina Pectoris, Variant	Variantangina
D000789	Angina, Unstable	Angina, instabil
D000790	Angiocardiography	Angiokardiografi
D000792	Angiography	Kärlröntgen
D000793	Angioid Streaks	Angioida strimmor
D000794	Angiokeratoma	Angiokeratom
D000795	Fabry Disease	Fabrys sjukdom
D000796	Angiolymphoid Hyperplasia with Eosinophilia	Angiolymfoid hyperplasi med eosinofili
D000798	Angiomatosis	Angiomatos
D000799	Angioneurotic Edema	Angioneurotiskt ödem
D000800	Angioplasty, Balloon	Ballongvidgning av kärl
D000801	Angiostrongylus	Angiostrongylus
D000802	Angiotensin Amide	Angiotensinamid
D000803	Angiotensin I	Angiotensin I
D000804	Angiotensin II	Angiotensin II
D000805	Angiotensin III	Angiotensin III
D000806	Angiotensin-Converting Enzyme Inhibitors	ACE-hämmare
D000808	Angiotensinogen	Angiotensinogen
D000809	Angiotensins	Angiotensiner
D000810	Angola	Angola
D000811	Anguilla	Anguilla
D000812	Anhydrides	Anhydrider
D000813	Anilides	Anilider
D000814	Aniline Compounds	Anilinföreningar
D000815	Aniline Hydroxylase	Anilinhydrolas
D000816	Aniline Mustard	Anilinsenap
D000817	Anilino Naphthalenesulfonates	Anilinnfaftalensulfonater
D000818	Animals	Djur
D000819	Animal Communication	Djurens kommunikation
D000820	Animal Diseases	Djursjukdomar
D000821	Animal Feed	Djurfoder
D000822	Animal Husbandry	Djurskötsel
D000823	Animal Identification Systems	Identifieringssystem för djur
D000824	Animal Nutrition Physiology	Djurens näringsfysiologi
D000825	Animal Structures	Djurens anatomi
D000826	Animal Testing Alternatives	Alternativ till djurförsök
D000827	Animal Welfare	Djurskydd
D000828	Animal Population Groups	Djurgrupper
D000829	Animals, Domestic	Husdjur
D000830	Animals, Laboratory	Försöksdjur
D000831	Animals, Newborn	Djur, nyfödda
D000832	Animals, Poisonous	Djur, giftiga
D000833	Animals, Suckling	Djur, diande
D000835	Animals, Wild	Djur, vilda
D000836	Animals, Zoo	Djur på zoo
D000837	Anion Exchange Resins	Anjonbyteshartser
D000838	Anions	Anjoner
D000839	Aniseikonia	Aniseikoni
D000840	Anisoles	Anisoler
D000841	Anisomycin	Anisomycin
D000842	Ankle	Vrist
D000843	Ankle Joint	Fotled
D000844	Ankylosis	Ankylos
D000845	Annelida	Annelida
D000846	Anniversaries and Special Events	Jubileer och särskilda tillfällen
D000847	Annual Reports	Årsberättelser
D000848	Anodontia	Tandlöshet
D000849	Anomia	Ordglömska
D000850	Anomie	Normlöshet
D000851	Anonyms and Pseudonyms	Anonymitet och pseudonymer
D000852	Anopheles	Anopheles
D000853	Anophthalmos	Anoftalmi
D000854	Anoplura	Anoplura
D000855	Anorexia	Aptitlöshet
D000856	Anorexia Nervosa	Anorexia nervosa
D000857	Olfaction Disorders	Luktstörningar
D000858	Anovulation	Utebliven ägglossning
D000859	Anoxemia	Syrebrist i blodet
D000860	Anoxia	Syrebrist
D000861	Anserine	Anserin
D000862	Ant Venoms	Myrgifter
D000863	Antacids	Syrabindande medel
D000864	Antarctic Regions	Antarktis
D000865	Antazoline	Antazolin
D000866	Antelopes	Antiloper
D000867	Anterior Chamber	Främre ögonkammare
D000868	Anterior Compartment Syndrome	Främre kompartmentsyndrom
D000869	Anterior Eye Segment	Främre ögonsegment
D000870	Anterior Horn Cells	Främre hornceller
D000871	Anthelmintics	Maskmedel
D000872	Anthocyanins	Antocyaniner
D000873	Anthracenes	Antracener
D000874	Anthracosilicosis	Antrakosilikos
D000875	Anthralin	Antralin
D000876	Anthramycin	Antramycin
D000877	Anthranilate Phosphoribosyltransferase	Antranilatfosforibosyltransferas
D000878	Anthranilate Synthase	Antranilatsyntas
D000879	Anthranilic Acids	Antranilsyror
D000880	Anthraquinones	Antrakinoner
D000881	Anthrax	Mjältbrand
D000882	Haplorhini	Haplorhini
D000883	Anthropology	Antropologi
D000884	Anthropology, Cultural	Kulturantropologi
D000885	Anthropology, Physical	Antropologi, fysisk
D000886	Anthropometry	Antropometri
D000887	Anthroposophy	Antroposofi
D000888	Antibodies, Anti-Idiotypic	Anti-idiotypiska antikroppar
D000889	Anti-Arrhythmia Agents	Antiarytmika
D000890	Anti-Infective Agents	Antiinfektiva medel
D000891	Anti-Infective Agents, Local	Antiinfektiva medel, lokala
D000892	Anti-Infective Agents, Urinary	Urinvägsinfektioner, medel mot
D000893	Anti-Inflammatory Agents	Antiinflammatoriska medel
D000894	Anti-Inflammatory Agents, Non-Steroidal	Antiinflammatoriska medel, icke-steroida
D000897	Anti-Ulcer Agents	Magsårsmedel
D000898	Antibiosis	Antibios
D000899	Aurodox	Aurodox
D000900	Anti-Bacterial Agents	Antibakteriella medel
D000902	Antibiotics, Antifungal	Antibiotika mot svamp
D000903	Antibiotics, Antineoplastic	Antibiotika vid cancerterapi
D000904	Antibiotics, Antitubercular	Antibiotika mot tuberkulos
D000906	Antibodies	Antikroppar
D000907	Antibodies, Bacterial	Bakteriella antikroppar
D000908	Antibodies, Fungal	Svampantikroppar
D000909	Antibodies, Helminth	Maskantikroppar
D000910	Antibodies, Heterophile	Heterofila antikroppar
D000911	Antibodies, Monoclonal	Monoklonala antikroppar
D000912	Antibodies, Neoplasm	Tumörantikroppar
D000913	Antibodies, Protozoan	Protozoiska antikroppar
D000914	Antibodies, Viral	Virusantikroppar
D000915	Antibody Affinity	Antikroppsaffinitet
D000916	Antibody Diversity	Antikroppsmångfald
D000917	Antibody Formation	Antikroppsbildning
D000918	Antibody Specificity	Antikroppsspecificitet
D000919	Antibody-Coated Bacteria Test, Urinary	Antikropp-bakterikomplex i urin
D000920	Antibody-Dependent Cell Cytotoxicity	Cytotoxicitet, antikroppsberoende
D000921	Antibody-Producing Cells	Antikroppsproducerande celler
D000922	Immunotoxins	Immuntoxiner
D000923	Anticestodal Agents	Bandmaskmedel
D000924	Anticholesteremic Agents	Kolesterolsänkande medel
D000925	Anticoagulants	Blodförtunningsmedel
D000926	Anticodon	Antikodon
D000927	Anticonvulsants	Antikonvulsiva medel
D000928	Antidepressive Agents	Antidepressiva medel
D000929	Antidepressive Agents, Tricyclic	Antidepressiva medel, tricykliska
D000930	Antidiarrheals	Antidiarroika
D000931	Antidotes	Motgifter
D000932	Antiemetics	Antiemetika
D000933	Antifibrinolytic Agents	Antifibrinolytika
D000934	Antifoaming Agents	Gashämmande medel
D000935	Antifungal Agents	Svampmedel
D000936	Antigen-Antibody Complex	Antigen-antikroppskomplex
D000937	Antigen-Antibody Reactions	Antigen-antikroppsreaktioner
D000938	Antigen-Presenting Cells	Antigenpresenterande celler
D000939	Epitopes	Epitoper
D000940	Antigenic Variation	Antigenvariation
D000941	Antigens	Antigener
D000942	Antigens, Bacterial	Bakteriella antigener
D000943	Antigens, Differentiation	Differentieringsantigener
D000944	Antigens, Differentiation, B-Lymphocyte	B-celldifferentieringsantigener
D000945	Antigens, Differentiation, T-Lymphocyte	T-celldifferentieringsantigener
D000946	Antigens, Fungal	Svampantigener
D000947	Antigens, Helminth	Maskantigener
D000949	Histocompatibility Antigens Class II	Histokompatibilitetsantigener klass II
D000950	Antigens, Ly	Ly-antigener
D000951	Antigens, Neoplasm	Tumörantigener
D000952	Antigens, Polyomavirus Transforming	Transformationsantigener, polyomavirus
D000953	Antigens, Protozoan	Protozoiska antigener
D000954	Antigens, Surface	Ytantigener
D000955	Antigens, T-Independent	T-celloberoende antigener
D000956	Antigens, Viral	Virusantigener
D000957	Antigens, Viral, Tumor	Virala tumörantigener
D000958	Antigua	Antigua
D000959	Antihypertensive Agents	Blodtryckssänkande medel
D000960	Antilipemic Agents	Lipidsänkande medel
D000961	Antilymphocyte Serum	Antilymfocytserum
D000962	Antimalarials	Antimalariamedel
D000963	Antimetabolites	Antimetaboliter
D000964	Antimetabolites, Antineoplastic	Antimetaboliter vid cancerterapi
D000965	Antimony	Antimon
D000966	Antimony Potassium Tartrate	Antimonkaliumtartrat
D000967	Antimony Sodium Gluconate	Antimonnatriumglukonat
D000968	Antimycin A	Antimycin A
D000969	Antinematodal Agents	Nematodmedel
D000970	Antineoplastic Agents	Cellgifter
D000971	Antineoplastic Combined Chemotherapy Protocols	Kombinationsterapi med cellgifter
D000972	Antineoplastic Agents, Phytogenic	Cellgifter, naturmedel
D000974	Antibodies, Antinuclear	Antinukleära antikroppar
D000975	Antioxidants	Antioxidanter
D000976	Antipain	Antipain
D000977	Antiparasitic Agents	Parasitmedel
D000978	Antiparkinson Agents	Antiparkinsonmedel
D000979	Antiplasmin	Antiplasmin
D000980	Antiplatyhelmintic Agents	Plattmask, medel mot
D000981	Antiprotozoal Agents	Protozomedel
D000982	Antipruritics	Klådstillande medel
D000983	Antipyrine	Antipyrin
D000985	Antisepsis	Antiseptik
D000986	Antisickling Agents	Sicklecellanemi, medel mot
D000987	Antisocial Personality Disorder	Antisocial personlighetsstörning
D000988	Antispermatogenic Agents	Spermiebildning, medel mot
D000989	Antistreptolysin	Antistreptolysin
D000990	Antithrombin III	Antitrombin III
D000991	Antithrombins	Antitrombiner
D000992	Antitoxins	Antitoxiner
D000993	Antitreponemal Agents	Treponema, medel mot
D000994	Antitrichomonal Agents	Trichomonas, medel mot
D000995	Antitubercular Agents	Antituberkulosmedel
D000996	Antitussive Agents	Hostdämpande medel
D000997	Antivenins	Ormserum
D000998	Antiviral Agents	Antivirala medel
D000999	Antlers	Hjorthorn
D001000	Ants	Myror
D001001	Anura	Anura
D001002	Anuria	Upphävd urinutsöndring
D001003	Anal Canal	Ändtarmsöppning
D001004	Anus Diseases	Analsjukdomar
D001005	Anus Neoplasms	Tumörer i ändtarmsöppningen
D001006	Anus, Imperforate	Analatresi
D001007	Anxiety	Ångest
D001008	Anxiety Disorders	Ångeststörningar
D001009	Anxiety, Castration	Kastrationsångest
D001010	Anxiety, Separation	Separationsångest
D001011	Aorta	Kroppspulsåder
D001012	Aorta, Abdominal	Bukaorta
D001013	Aorta, Thoracic	Bröstaorta
D001014	Aortic Aneurysm	Aortabråck
D001015	Aortic Arch Syndromes	Aortabågesyndrom
D001016	Aortic Bodies	Aortakroppar
D001017	Aortic Coarctation	Aortaförträngning
D001018	Aortic Diseases	Aortasjukdomar
D001019	Aortic Rupture	Aortabristning
D001020	Aortic Stenosis, Subvalvular	Aortastenos, subvalvulär
D001021	Aortic Valve	Aortaklaff
D001022	Aortic Valve Insufficiency	Aortaklaffinsufficiens
D001023	Aortic Valve Prolapse	Aortaklaffprolaps
D001024	Aortic Valve Stenosis	Aortaklafförträngning
D001025	Aortitis	Aortainflammation
D001026	Coronary Artery Bypass	Koronar-bypass
D001027	Aortography	Aortografi
D001028	Aortopulmonary Septal Defect	Aortapulmonal septumdefekt
D001029	Aotus trivirgatus	Aotus trivirgatus
D001030	Apamin	Apamin
D001031	Apatites	Apatiter
D001032	Apazone	Apazon
D001034	Apgar Score	Apgarpoäng
D001035	Aphakia	Afaki
D001036	Aphakia, Postcataract	Postkataraktafaki
D001037	Aphasia	Afasi
D001039	Aphasia, Broca	Afasi, Broca
D001041	Aphasia, Wernicke	Wernickes afasi
D001042	Aphids	Bladlöss
D001044	Aphonia	Röstförlust
D001045	Aphorisms and Proverbs	Aforismer och ordspråk
D001046	Aphrodisiacs	Afrodisiaka
D001047	Apicoectomy	Tandrotsoperation
D001048	Aplysia	Aplysia
D001049	Apnea	Andningsstillestånd
D001050	Apocrine Glands	Apokrina körtlar
D001051	Apoenzymes	Apoenzymer
D001052	Apoferritins	Järnbindande proteiner
D001053	Apolipoproteins	Apolipoproteiner
D001054	Apolipoproteins A	Apolipoproteiner A
D001055	Apolipoproteins B	Apolipoproteiner B
D001056	Apolipoproteins C	Apolipoproteiner C
D001057	Apolipoproteins E	Apolipoproteiner E
D001058	Apomorphine	Apomorfin
D001059	Apoproteins	Apoproteiner
D001060	Aporphines	Aporfiner
D001061	Appalachian Region	Appalacherna
D001062	Appendectomy	Blindtarmsoperation
D001063	Appendiceal Neoplasms	Tumörer i blindtarmsbihang
D001064	Appendicitis	Blindtarmsinflammation
D001065	Appendix	Blindtarmsbihang
D001066	Appetite	Aptit
D001067	Appetite Depressants	Aptitdämpande medel
D001068	Eating Disorders	Ätstörningar
D001069	Appetite Regulation	Aptitreglering
D001070	Appetitive Behavior	Aptitbeteende
D001071	Appointments and Schedules	Tidsbeställning
D001072	Apraxias	Handlingsoförmåga
D001073	Aprindine	Aprindin
D001074	Propoxur	Propoxur
D001076	Aptitude	Anlag
D001077	Aptitude Tests	Anlagstester
D001078	APUD Cells	APUD-celler
D001079	Apudoma	Apudom
D001080	Apurinic Acid	Apurinsyra
D001081	Apyrase	Apyras
D001082	Aqueous Humor	Kammarvatten
D001083	Arabia	Arabien
D001084	Vidarabine Phosphate	Vidarabinfosfat
D001085	Arabinofuranosylcytosine Triphosphate	Arabinofuranosylcytosintrifosfat
D001086	Arabinofuranosyluracil	Arabinofuranocyluracil
D001087	Arabinonucleosides	Arabinonukleosider
D001088	Arabinonucleotides	Arabinonukleotider
D001089	Arabinose	Arabinos
D001091	Arachidonate Lipoxygenases	Arakidonatlipoxigenaser
D001092	Arachidonate 12-Lipoxygenase	Arakidonat 12-lipoxygenas
D001093	Arachidonate 15-Lipoxygenase	Arakidonat 15-lipoxigenas
D001094	Arachidonate 5-Lipoxygenase	Arakidonat 5-lipoxigenas
D001095	Arachidonic Acids	Arakidonsyror
D001096	Arachnid Vectors	Smittspridande spindeldjur
D001097	Arachnida	Arachnida
D001098	Arachnidism	Araknidism
D001099	Arachnoid	Spindelvävshinna
